target_id	length	eff_length	est_counts	tpm
YHR137W_mRNA	1542	1383.46	6585	119.164
YGR093W_mRNA	1524	1365.46	1576	28.8957
YOR103C_mRNA	393	235.332	700.573	74.5297
YDL053C_mRNA	558	399.519	1343	84.1579
YDR223W_mRNA	1404	1245.46	622	12.5031
YKL193C_mRNA	1017	858.461	1063	31.0005
YDL037C_mRNA	987	828.461	2343	70.8038
YOR377W_mRNA	1578	1419.46	1033	18.2194
YBL005W_mRNA	2931	2772.46	2302	20.7872
YDL167C_mRNA	2160	2001.46	4768	59.6411
YBR151W_mRNA	951	792.461	4443	140.364
YNL339W-B_mRNA	483	324.656	0	0
YDR246W-A_mRNA	201	64.6911	38	14.706
YIR027C_mRNA	1383	1224.46	507	10.3662
YJR013W_mRNA	1212	1053.46	1366	32.463
YGR119C_mRNA	1626	1467.46	3346	57.0842
YLR441C_mRNA	768	609.461	17589.7	722.551
YNL258C_mRNA	2265	2106.46	1656	19.6817
YDR371C-A_mRNA	105	15.0128	0	0
YLR178C_mRNA	660	501.461	4564	227.858
YDR517W_mRNA	1119	960.461	2595	67.6417
YJL222W_mRNA	4650	4491.46	2704.22	15.0734
YMR145C_mRNA	1683	1524.46	8617	141.513
YIL088C_mRNA	1473	1314.46	2617	49.844
YOR129C_mRNA	2682	2523.46	1064	10.5561
YFR028C_mRNA	1656	1497.46	3081	51.5102
YML071C_mRNA	1824	1665.46	612	9.1997
YMR015C_mRNA	1617	1458.46	4405	75.615
YBR144C_mRNA	315	159.936	34	5.32219
YCL064C_mRNA	1083	924.461	7436	201.376
YOL038C-A_mRNA	96	13.3285	199	373.79
YGR213C_mRNA	954	795.461	273	8.59212
YML070W_mRNA	1755	1596.46	11442	179.432
YHR158C_mRNA	3495	3336.46	2756	20.68
YGR061C_mRNA	4077	3918.46	13724	87.6843
YGL182C_mRNA	324	168.452	24	3.5669
YJL121C_mRNA	717	558.461	2949	132.202
YDL226C_mRNA	1059	900.461	2999	83.3812
YOR156C_mRNA	2181	2022.46	1240	15.3496
YGR139W_mRNA	339	182.764	11	1.50681
YDR467C_mRNA	327	171.286	186.6	27.2739
YOR329C_mRNA	2619	2460.46	1539	15.6595
YLR028C_mRNA	1776	1617.46	9493	146.935
YER045C_mRNA	1470	1311.46	1218	23.2514
YFR010W-A_mRNA	189	56.3441	58.4478	25.9703
YPR144C_mRNA	1659	1500.46	3026	50.4895
YPL249C-A_mRNA	303	148.814	5370.88	903.563
YLR043C_mRNA	312	157.145	3656	582.455
YMR125W_mRNA	2586	2427.46	6818	70.3172
YDL134C_mRNA	1110	951.461	3703.98	97.4618
YGR121C_mRNA	1479	1320.46	963	18.2582
YMR325W_mRNA	375	217.595	0	0
YPR128C_mRNA	987	828.461	1202	36.3236
YER088W-B_mRNA	147	31.273	2.29811	1.83974
YMR141W-A_mRNA	225	82.5348	348	105.56
YDR117C_mRNA	1698	1539.46	1429	23.2391
YGL043W_mRNA	930	771.461	1665.05	54.0342
YDR314C_mRNA	2079	1920.46	615	8.01727
YPR054W_mRNA	1167	1008.46	505	12.5369
YHR038W_mRNA	693	534.461	364	17.0507
YFR051C_mRNA	1641	1482.46	6047	102.121
YOR351C_mRNA	1494	1335.46	123	2.30585
YOL040C_mRNA	429	270.862	19773	1827.6
YJL138C_mRNA	1188	1029.46	21785	529.79
YIR028W_mRNA	1908	1749.46	464	6.64003
YML072C_mRNA	4638	4479.46	27001	150.907
YJR047C_mRNA	474	315.667	424	33.6274
YJL151C_mRNA	402	244.188	4084.59	418.774
YNL328C_mRNA	441	282.816	221	19.5634
YDR440W_mRNA	1749	1590.46	878	13.8206
YML105C_mRNA	822	663.461	1594	60.1492
YMR119W-A_mRNA	375	217.595	120.252	13.8357
YKL212W_mRNA	1872	1713.46	8192	119.694
YAL033W_mRNA	522	363.544	605	41.6634
YLR218C_mRNA	453	294.739	227	19.2817
YCR028C_mRNA	1539	1380.46	1645	29.8331
YDR303C_mRNA	2658	2499.46	2926	29.3079
YIL001W_mRNA	1542	1383.46	972	17.5896
YGR280C_mRNA	816	657.461	355	13.5181
YFR016C_mRNA	3702	3543.46	2169	15.3246
YDL078C_mRNA	1032	873.461	3716	106.51
YMR069W_mRNA	858	699.461	200	7.15852
YDL238C_mRNA	1470	1311.46	730	13.9356
YGL085W_mRNA	825	666.461	609	22.877
YGL031C_mRNA	468	309.698	7988.61	645.787
YNL081C_mRNA	432	273.844	1434	131.1
YOL159C-A_mRNA	273	121.846	150	30.8202
YOR051C_mRNA	1239	1080.46	3237	75.005
YOR003W_mRNA	1437	1278.46	569	11.1425
YER086W_mRNA	1731	1572.46	5301	84.3985
YBR178W_mRNA	375	217.595	22.0321	2.53492
YAR015W_mRNA	921	762.461	3632	119.257
YDR529C_mRNA	384	226.44	1467	162.193
YJL057C_mRNA	2004	1845.46	1213	16.4556
YKL147C_mRNA	618	459.476	87.5712	4.7715
YCR082W_mRNA	387	229.41	4092	446.561
YBR138C_mRNA	1575	1416.46	269	4.75449
YDR437W_mRNA	423	264.951	260	24.5677
YOR064C_mRNA	660	501.461	349	17.4239
YJL218W_mRNA	591	432.491	127	7.35162
YMR293C_mRNA	1395	1236.46	289	5.85159
YLR243W_mRNA	819	660.461	1473	55.8357
YER188C-A_mRNA	300	146.044	1	0.171424
YGR117C_mRNA	1431	1272.46	1847	36.3395
YGR254W_mRNA	1314	1155.46	67974.6	1472.81
YDL196W_mRNA	330	174.106	44	6.32697
YDR452W_mRNA	2025	1866.46	3894	52.2316
YML124C_mRNA	1338	1179.46	5728	121.584
YER148W_mRNA	723	564.461	2187.18	97.0079
YOR073W_mRNA	1773	1614.46	480	7.44338
YDR445C_mRNA	408	250.122	2049.32	205.123
YLR148W_mRNA	2757	2598.46	1620	15.6083
YJR087W_mRNA	351	194.354	500.222	64.4357
YGR235C_mRNA	702	543.461	1740	80.1563
YPL156C_mRNA	855	696.461	752	27.032
YGL124C_mRNA	1935	1776.46	1156	16.2914
YHR042W_mRNA	2076	1917.46	4737	61.8491
YMR090W_mRNA	684	525.461	1299	61.8907
YJL130C_mRNA	6645	6486.46	35153	135.679
YFR032C_mRNA	870	711.461	170	5.98211
YDR347W_mRNA	966	807.461	2637	81.7608
YBL090W_mRNA	534	375.532	783	52.2001
YKL054C_mRNA	2217	2058.46	5524	67.1843
YEL022W_mRNA	4380	4221.46	5756	34.1362
YNR037C_mRNA	276	124.458	985	198.14
YJL069C_mRNA	1785	1626.46	3293	50.6879
YGR236C_mRNA	288	135.094	25	4.63298
YML029W_mRNA	2517	2358.46	3047	32.3445
YMR171C_mRNA	1653	1494.46	2476	41.4785
YIL173W_mRNA	4650	4491.46	2223.61	12.3945
YKR096W_mRNA	3588	3429.46	2694	19.6666
YKL006C-A_mRNA	294	140.542	627	111.691
YHR028W-A_mRNA	321	165.661	21	3.17363
YPL173W_mRNA	894	735.461	1110	37.785
YBL105C_mRNA	3456	3297.46	4419	33.5507
YLR162W-A_mRNA	189	56.3441	1	0.444333
YKL164C_mRNA	1026	867.461	20124.9	580.817
YLR462W_mRNA	609	450.476	81.4641	4.52742
YPR098C_mRNA	486	327.624	965	73.7409
YDR490C_mRNA	2301	2142.46	2027	23.6863
YDR516C_mRNA	1503	1344.46	4515	84.0749
YOR201C_mRNA	1239	1080.46	1293.07	29.962
YJL045W_mRNA	1905	1746.46	529	7.58322
YOR065W_mRNA	930	771.461	1171	38.0014
YEL001C_mRNA	678	519.461	5145	247.964
YGL164C_mRNA	1323	1164.46	239	5.13842
YDR509W_mRNA	348	191.457	484.944	63.4127
YBL102W_mRNA	648	489.461	1789	91.5059
YCL061C_mRNA	3291	3132.46	877	7.00923
YMR102C_mRNA	2505	2346.46	3607	38.4848
YOR186W_mRNA	435	276.816	83	7.5066
YDL193W_mRNA	1128	969.461	2116	54.6439
YDL137W_mRNA	546	387.519	4998	322.894
YGR293C_mRNA	462	303.719	51.0176	4.20538
YBL011W_mRNA	2280	2121.46	4926.36	58.1364
YDL118W_mRNA	381	223.485	196.14	21.9722
YHL049C_mRNA	816	657.461	378.115	14.3983
YBR095C_mRNA	1293	1134.46	1025	22.6199
YER056C_mRNA	1602	1443.46	18279.2	317.036
YHR041C_mRNA	633	474.461	1181	62.3169
YER087C-B_mRNA	249	101.396	1268	313.079
YOR045W_mRNA	186	54.3372	1120	516.033
YJL091C_mRNA	1473	1314.46	1607	30.6073
YEL013W_mRNA	1737	1578.46	4923	78.0823
YOL018C_mRNA	1194	1035.46	740	17.8918
YNR063W_mRNA	1824	1665.46	692	10.4023
YDR235W_mRNA	1635	1476.46	1005	17.0412
YBR196C-B_mRNA	105	15.0128	125	208.452
YLR095C_mRNA	2439	2280.46	1806	19.8268
YBL048W_mRNA	312	157.145	91	14.4977
YDR233C_mRNA	888	729.461	7795	267.529
YHR069C_mRNA	1080	921.461	2578	70.0427
YGR264C_mRNA	2256	2097.46	13643.5	162.85
YMR188C_mRNA	714	555.461	737	33.2178
YKL145W-A_mRNA	93	12.666	0	0
YHR200W_mRNA	807	648.461	6691	258.323
YPL260W_mRNA	1656	1497.46	3141	52.5133
YMR269W_mRNA	636	477.461	21	1.10113
YDR388W_mRNA	1449	1290.46	6146	119.235
YOL133W_mRNA	366	208.816	789.283	94.6294
YBR066C_mRNA	663	504.461	405	20.0994
YNL339C_mRNA	5580	5421.46	1169.76	5.40177
YJL033W_mRNA	2313	2154.46	4520	52.5238
YGL234W_mRNA	2409	2250.46	11115	123.65
YPL251W_mRNA	303	148.814	111.104	18.6914
YGL109W_mRNA	324	168.452	103.401	15.3676
YER074W_mRNA	408	250.122	7266.86	727.363
YJR122W_mRNA	1494	1335.46	1360	25.4955
YJL041W_mRNA	2471	2312.46	5699	61.6994
YPL016W_mRNA	3945	3786.46	1998	13.2105
YPR095C_mRNA	3681	3522.46	2150	15.2809
YOR087W_mRNA	2028	1869.46	2095	28.0559
YGL238W_mRNA	2883	2724.46	10503.7	96.5201
YIL177C_mRNA	5277	5118.46	60.1294	0.294106
YER133W-A_mRNA	342	185.615	233.929	31.5521
YDR209C_mRNA	414	256.038	983	96.1183
YMR128W_mRNA	3804	3645.46	5011	34.4135
YKL026C_mRNA	504	345.568	285	20.6475
YMR039C_mRNA	879	720.461	947	32.9076
YDR049W_mRNA	1899	1740.46	1486.13	21.3771
YDL194W_mRNA	2655	2496.46	1276	12.7962
YPR079W_mRNA	1146	987.461	1239	31.4129
YBR292C_mRNA	372	214.653	39	4.54867
YGL041C-B_mRNA	183	52.4394	5	2.38709
YER119C-A_mRNA	372	214.653	51.1002	5.95995
YDR021W_mRNA	1200	1041.46	1098	26.3947
YLR199C_mRNA	831	672.461	2233	83.1339
YPR010C_mRNA	3612	3453.46	27990	202.911
YHR053C_mRNA	186	54.3372	3933.42	1812.3
YEL063C_mRNA	1773	1614.46	4894	75.8915
YKL044W_mRNA	321	165.661	38	5.74276
YBR018C_mRNA	1101	942.461	98	2.60327
YKL089W_mRNA	1650	1491.46	460	7.72152
YDR353W_mRNA	960	801.461	11992	374.598
YNR060W_mRNA	2160	2001.46	645	8.06806
YDR051C_mRNA	1005	846.461	1212	35.847
YLR154W-A_mRNA	186	54.3372	429	197.659
YGR056W_mRNA	2787	2628.46	1867	17.7828
YIL054W_mRNA	318	162.799	31	4.76722
YCL073C_mRNA	1848	1689.46	0	0
YMR230W_mRNA	318	162.799	5552	853.794
YFL001W_mRNA	1329	1170.46	1699	36.3407
YLR154C_mRNA	333	176.988	374	52.9036
YJL065C_mRNA	504	345.568	812.781	58.884
YMR267W_mRNA	933	774.461	1294	41.8303
YOL028C_mRNA	738	579.461	684	29.5521
YJR148W_mRNA	1131	972.461	15934	410.213
YJL123C_mRNA	1437	1278.46	1480	28.9822
YHR218W_mRNA	1812	1653.46	243.093	3.68075
YMR247C_mRNA	4689	4530.46	4967	27.4479
YOL086C_mRNA	1047	888.461	274060	7722.61
YNL287W_mRNA	2808	2649.46	11508	108.742
YLL064C_mRNA	363	205.913	48.4298	5.88825
YCR013C_mRNA	648	489.461	21360.5	1092.57
YMR152W_mRNA	1098	939.461	2900	77.2816
YEL051W_mRNA	771	612.461	3950	161.464
YNL095C_mRNA	1929	1770.46	1799	25.4391
YHR021W-A_mRNA	456	297.739	153	12.8651
YOL108C_mRNA	456	297.739	173	14.5468
YER190C-B_mRNA	483	324.656	0	0
YLR461W_mRNA	363	205.913	6.29023	0.764786
YCR090C_mRNA	549	390.519	1096	70.2627
YGR201C_mRNA	678	519.461	656	31.616
YBR194W_mRNA	372	214.653	277	32.3072
YDR288W_mRNA	912	753.461	740	24.5882
YDR141C_mRNA	5097	4938.46	6019	30.5133
YPL046C_mRNA	300	146.044	290	49.713
YBR076C-A_mRNA	267	116.61	214	45.9446
YOL023W_mRNA	2031	1872.46	980	13.103
YAL044W-A_mRNA	333	176.988	773.279	109.383
YBR108W_mRNA	2844	2685.46	1409	13.1356
YGR239C_mRNA	867	708.461	1037	36.6454
YDR194C_mRNA	1995	1836.46	7163	97.6495
YDR424C_mRNA	279	127.053	702	138.327
YOR011W-A_mRNA	207	69.015	4	1.45102
YAL041W_mRNA	2565	2406.46	3141	32.6773
YIL148W_mRNA	387	229.41	13900.8	1517
YOR165W_mRNA	2331	2172.46	3477	40.0691
YEL061C_mRNA	3003	2844.46	1292	11.3715
YJL046W_mRNA	1230	1071.46	1044	24.3939
YLR265C_mRNA	1029	870.461	1048	30.1418
YIR017W-A_mRNA	600	441.491	37.3095	2.1157
YER059W_mRNA	1263	1104.46	916	20.7636
YBR046C_mRNA	1005	846.461	1384	40.9341
YMR251W-A_mRNA	180	50.6228	8212	4061.24
YNL096C_mRNA	573	414.519	6670	402.845
YLR428C_mRNA	345	188.534	326.452	43.3498
YCR084C_mRNA	2142	1983.46	5689	71.8074
YMR146C_mRNA	1044	885.461	7510	212.338
YNL282W_mRNA	588	429.491	550	32.0601
YOL068C_mRNA	1512	1353.46	2920	54.0124
YJR123W_mRNA	678	519.461	25386	1223.48
YLR242C_mRNA	966	807.461	452	14.0144
YMR228W_mRNA	1026	867.461	680	19.6253
YMR032W_mRNA	2010	1851.46	875	11.8318
YKR077W_mRNA	1092	933.461	314	8.42151
YLR351C_mRNA	876	717.461	2430	84.7939
YOR138C_mRNA	2016	1857.46	2227	30.0163
YDR054C_mRNA	888	729.461	2483	85.218
YLR306W_mRNA	567	408.519	244	14.9532
YHR114W_mRNA	1902	1743.46	1623	23.3057
YBR235W_mRNA	3363	3204.46	3084	24.0944
YGR169C-A_mRNA	279	127.053	138	27.1925
YDR122W_mRNA	3195	3036.46	4436	36.5747
YNL047C_mRNA	1971	1812.46	1005	13.8821
YPL021W_mRNA	564	405.519	5	0.308685
YHR039C_mRNA	1935	1776.46	7148	100.736
YHL019W-A_mRNA	594	435.491	256.044	14.7194
YOR016C_mRNA	624	465.461	1267	68.1475
YGR185C_mRNA	1185	1026.46	9169	223.633
YPL268W_mRNA	2610	2451.46	1483	15.1451
YDR184C_mRNA	885	726.461	1517	52.2793
YLR130C_mRNA	1269	1110.46	4074	91.849
YJR118C_mRNA	612	453.476	1139	62.8819
YPL283C_mRNA	5580	5421.46	2975.44	13.7402
YHR152W_mRNA	522	363.544	571	39.322
YGR189C_mRNA	1524	1365.46	13453	246.659
YER091C-A_mRNA	222	80.2497	4	1.24788
YLL028W_mRNA	1761	1602.46	2569	40.1359
YJL071W_mRNA	1725	1566.46	947	15.1352
YBR274W_mRNA	1584	1425.46	1465	25.7299
YNL139C_mRNA	4794	4635.46	4691.89	25.3403
YIL145C_mRNA	930	771.461	2280	73.9908
YLR183C_mRNA	1470	1311.46	1017	19.4143
YOL121C_mRNA	435	276.816	5535.17	500.607
YGR022C_mRNA	330	174.106	58.0056	8.34091
YGR290W_mRNA	444	285.807	13.7888	1.20784
YGL205W_mRNA	2247	2088.46	307	3.68018
YIR006C_mRNA	4443	4284.46	11229	65.6148
YPL206C_mRNA	966	807.461	1510	46.8179
YOL126C_mRNA	1134	975.461	772	19.8136
YPR055W_mRNA	3198	3039.46	1922	15.8312
YNL298W_mRNA	2529	2370.46	1523	16.0851
YER140W_mRNA	1671	1512.46	899	14.881
YEL056W_mRNA	1206	1047.46	1549	37.0229
YLR042C_mRNA	486	327.624	247	18.8746
YHL046W-A_mRNA	327	171.286	292.224	42.7121
YER084W-A_mRNA	513	354.556	3.47293	0.245227
YLR396C_mRNA	2076	1917.46	1617	21.1125
YLR122C_mRNA	378	220.522	63.1301	7.16705
YJR015W_mRNA	1533	1374.46	4087	74.4439
YIL013C_mRNA	4236	4077.46	1508	9.25909
YLR326W_mRNA	723	564.461	373	16.5437
YLR024C_mRNA	5619	5460.46	3217	14.7495
YLR442C_mRNA	2937	2778.46	1140	10.2721
YER036C_mRNA	1833	1674.46	24689	369.135
YOR235W_mRNA	315	159.936	705	110.357
YBL006C_mRNA	543	384.519	1368	89.0686
YOR080W_mRNA	2199	2040.46	814	9.98741
YBR186W_mRNA	1695	1536.46	226	3.68251
YOR169C_mRNA	465	306.709	459.972	37.5459
YOR028C_mRNA	888	729.461	235	8.06534
YGL221C_mRNA	867	708.461	3705	130.927
YCR050C_mRNA	309	154.366	520.769	84.4597
YDR183C-A_mRNA	258	108.804	9	2.07087
YGL108C_mRNA	423	264.951	248.599	23.4904
YOR225W_mRNA	330	174.106	171.273	24.6281
YPR138C_mRNA	1470	1311.46	3196	61.011
YKR095W-A_mRNA	267	116.61	330	70.8491
YJR102C_mRNA	609	450.476	486	27.0098
YDL240W_mRNA	3054	2895.46	2121	18.3392
YDR056C_mRNA	618	459.476	1320	71.9229
YKL079W_mRNA	1971	1812.46	1937	26.7558
YNL113W_mRNA	429	270.862	1371.14	126.734
YMR013C-A_mRNA	150	32.9176	0	0
YLR380W_mRNA	1227	1068.46	2195	51.4319
YNR003C_mRNA	954	795.461	1072	33.739
YNL316C_mRNA	1005	846.461	781	23.0994
YEL009C_mRNA	846	687.461	11669	424.954
YNL016W_mRNA	1362	1203.46	8941	185.999
YOR108C-A_mRNA	210	71.219	0	0
YBR277C_mRNA	402	244.188	25.3946	2.6036
YDR541C_mRNA	1035	876.461	665	18.9953
YPL243W_mRNA	1800	1641.46	4850	73.9721
YIL114C_mRNA	846	687.461	1262	45.9587
YHL011C_mRNA	963	804.461	6174	192.14
YER079C-A_mRNA	339	182.764	357.948	49.0328
YNL330C_mRNA	1302	1143.46	2117	46.3507
YLR061W_mRNA	366	208.816	3268.74	391.898
YKL161C_mRNA	1302	1143.46	1034	22.6389
YFR037C_mRNA	1674	1515.46	2594.63	42.8635
YPR127W_mRNA	1038	879.461	1963	55.8805
YKL159C_mRNA	636	477.461	348	18.2473
YIR035C_mRNA	765	606.461	1337	55.1931
YPL095C_mRNA	1371	1212.46	976	20.153
YGL069C_mRNA	465	306.709	883.984	72.1565
YPR027C_mRNA	834	675.461	196	7.26461
YJL004C_mRNA	612	453.476	779	43.007
YDL042C_mRNA	1689	1530.46	1331.92	21.7877
YIR007W_mRNA	2295	2136.46	1062	12.4448
YNR010W_mRNA	450	291.787	220	18.8761
YHR129C_mRNA	1155	996.461	750	18.8433
YDR185C_mRNA	540	381.519	393	25.7889
YLR386W_mRNA	2643	2484.46	2258	22.7535
YOR109W_mRNA	3324	3165.46	5985	47.3352
YJL155C_mRNA	1359	1200.46	835	17.4139
YDR328C_mRNA	585	426.491	2636.28	154.753
YLR387C_mRNA	1299	1140.46	3101	68.0735
YIL113W_mRNA	630	471.461	234	12.4259
YJL154C_mRNA	2835	2676.46	5241	49.0241
YAL019W-A_mRNA	570	411.519	76.8987	4.67827
YGL135W_mRNA	654	495.461	18636.6	941.701
YDR280W_mRNA	918	759.461	1761	58.0511
YCR099C_mRNA	468	309.698	110	8.89223
YMR001C-A_mRNA	231	87.1563	22	6.31947
YPL232W_mRNA	873	714.461	2531	88.6891
YKR030W_mRNA	822	663.461	955	36.0367
YDR098C_mRNA	753	594.461	2385	100.443
YLR422W_mRNA	5799	5640.46	5884	26.1165
YJR107W_mRNA	987	828.461	1213	36.656
YDR005C_mRNA	1188	1029.46	1037	25.2189
YEL053W-A_mRNA	348	191.457	2754.27	360.157
YHR199C_mRNA	933	774.461	2926	94.587
YBR185C_mRNA	837	678.461	1074	39.6311
YKL037W_mRNA	357	200.117	32.4602	4.06091
YDR423C_mRNA	1230	1071.46	1148	26.8239
YJL035C_mRNA	753	594.461	569	23.9632
YOL093W_mRNA	882	723.461	1110	38.4118
YDR017C_mRNA	3153	2994.46	3540	29.5966
YIL036W_mRNA	1764	1605.46	1693	26.4006
YJR089W_mRNA	2865	2706.46	1808	16.7245
YPL124W_mRNA	762	603.461	217	9.00258
YLR354C_mRNA	1008	849.461	23294	686.526
YJL042W_mRNA	4197	4038.46	5501	34.1022
YJL169W_mRNA	369	211.731	153.615	18.1637
YHR159W_mRNA	1515	1356.46	367	6.77354
YGR253C_mRNA	783	624.461	6648	266.528
YKL042W_mRNA	1092	933.461	388	10.4062
YGL053W_mRNA	714	555.461	1068.24	48.1474
YMR031W-A_mRNA	327	171.286	2	0.292324
YNL172W_mRNA	5247	5088.46	2854.01	14.0419
YGL101W_mRNA	648	489.461	999	51.098
YOR147W_mRNA	1869	1710.46	1461	21.3842
YIR010W_mRNA	1731	1572.46	1047	16.6695
YOR218C_mRNA	420	261.977	331.148	31.6457
YPR041W_mRNA	1218	1059.46	9102	215.084
YJL115W_mRNA	840	681.461	233	8.55996
YIL033C_mRNA	1251	1092.46	4512	103.4
YKR020W_mRNA	495	336.613	432	32.1299
YCL066W_mRNA	528	369.532	2	0.135499
YOR254C_mRNA	1992	1833.46	9246	126.252
YIR009W_mRNA	336	179.898	342	47.5945
YDR419W_mRNA	1899	1740.46	1326	19.0737
YGR271C-A_mRNA	702	543.461	592	27.2716
YOL080C_mRNA	870	711.461	1002.34	35.2711
YPL083C_mRNA	1404	1245.46	1067	21.4482
YDR444W_mRNA	2064	1905.46	960.681	12.6222
YNL132W_mRNA	3171	3012.46	7433	61.7731
YPL048W_mRNA	1248	1089.46	9655	221.869
YEL030C-A_mRNA	315	159.936	6.72782	1.05314
YHR193C_mRNA	525	366.532	4803	328.063
YJR003C_mRNA	1560	1401.46	1563	27.9212
YGR267C_mRNA	732	573.461	2301	100.454
YMR153W_mRNA	1428	1269.46	1864.68	36.774
YPL120W_mRNA	1674	1515.46	588	9.7138
YLR434C_mRNA	384	226.44	56	6.19143
YPL117C_mRNA	867	708.461	4793	169.375
YPR126C_mRNA	309	154.366	451.632	73.2468
YGR234W_mRNA	1200	1041.46	2448	58.8471
YAR035C-A_mRNA	81	10.2007	6	14.7257
YBL078C_mRNA	354	197.197	353	44.8159
YKL012W_mRNA	1752	1593.46	1182	18.5709
YDR341C_mRNA	1824	1665.46	9951	149.585
YJL116C_mRNA	1014	855.461	3375	98.7712
YFL013W-A_mRNA	804	645.461	107.87	4.18395
YPR091C_mRNA	2313	2154.46	3712	43.1346
YGL251C_mRNA	3564	3405.46	862	6.33706
YEL014C_mRNA	306	151.595	37	6.11047
YGL141W_mRNA	2733	2574.46	2243	21.8122
YFL063W_mRNA	456	297.739	0	0
YPR059C_mRNA	387	229.41	96.9227	10.5772
YAL068C_mRNA	363	205.913	1.04	0.126447
YDR154C_mRNA	351	194.354	21456.9	2763.95
YBR037C_mRNA	888	729.461	1357	46.573
YDR464W_mRNA	4308	4149.46	2589.16	15.6215
YGL245W_mRNA	2127	1968.46	20745	263.842
YFR025C_mRNA	1008	849.461	1797	52.9616
YGL007W_mRNA	378	220.522	63	7.15229
YPL214C_mRNA	1623	1464.46	1292	22.0872
YLL039C_mRNA	1146	987.461	6442	163.327
YER156C_mRNA	1017	858.461	3116	90.8727
YBR015C_mRNA	1794	1635.46	8338	127.638
YOR161W-B_mRNA	261	111.358	0	0
YDR132C_mRNA	1488	1329.46	632	11.9014
YGL005C_mRNA	840	681.461	676	24.8349
YLR149C_mRNA	2193	2034.46	640	7.87567
YDL210W_mRNA	1716	1557.46	233	3.74538
YIL041W_mRNA	981	822.461	6554	199.502
YPL203W_mRNA	1143	984.461	1265	32.1698
YMR056C_mRNA	930	771.461	246	7.98321
YMR282C_mRNA	1743	1584.46	986	15.5794
YDR395W_mRNA	2835	2676.46	10776	100.798
YHR030C_mRNA	1455	1296.46	5101	98.5037
YLR208W_mRNA	894	735.461	5780	196.755
YFL025C_mRNA	3090	2931.46	2687	22.9478
YAR042W_mRNA	3567	3408.46	5389	39.5828
YPL273W_mRNA	978	819.461	4380.02	133.815
YDL222C_mRNA	930	771.461	403	13.0782
YIL087C_mRNA	474	315.667	341	27.0447
YNR027W_mRNA	954	795.461	1008	31.7248
YCR095C_mRNA	1089	930.461	769	20.6912
YER162C_mRNA	2265	2106.46	664	7.89171
YER090W_mRNA	1524	1365.46	4858	89.0707
YGL215W_mRNA	1359	1200.46	4183	87.2361
YBR016W_mRNA	387	229.41	1012	110.44
YGR173W_mRNA	1107	948.461	2213	58.4142
YDR372C_mRNA	1038	879.461	3122	88.8736
YJL053W_mRNA	1140	981.461	1315	33.5436
YGL249W_mRNA	2115	1956.46	268	3.42942
YHL050C_mRNA	2094	1935.46	621.987	8.04551
YDR325W_mRNA	3108	2949.46	2043	17.3413
YLR115W_mRNA	2580	2421.46	2292	23.697
YKL106W_mRNA	1356	1197.46	2910	60.8399
YNL083W_mRNA	1485	1326.46	698	13.174
YGR161W-C_mRNA	279	127.053	271	53.3998
YCR068W_mRNA	1563	1404.46	1502	26.7742
YDR216W_mRNA	3972	3813.46	1996	13.1038
YBL107W-A_mRNA	105	15.0128	80.6214	134.445
YJL124C_mRNA	519	360.556	1994	138.455
YDR082W_mRNA	1485	1326.46	825	15.571
YLR005W_mRNA	1386	1227.46	1416	28.881
YGR229C_mRNA	1518	1359.46	5848.93	107.713
YFR054C_mRNA	579	420.491	73	4.34633
YHR162W_mRNA	390	232.363	4796	516.735
YDL224C_mRNA	1950	1791.46	2627	36.7121
YJR104C_mRNA	465	306.709	22914	1870.39
YLR147C_mRNA	306	151.595	435	71.8393
YDR498C_mRNA	1152	993.461	890	22.4283
YPR081C_mRNA	1857	1698.46	1473	21.7122
YER074W-A_mRNA	258	108.804	1427	328.348
YOR136W_mRNA	1110	951.461	29673.9	780.8
YDR010C_mRNA	333	176.988	36	5.09232
YGR070W_mRNA	3468	3309.46	969	7.33032
YLR076C_mRNA	423	264.951	2464.7	232.892
YCL017C_mRNA	1494	1335.46	4440	83.2355
YDR006C_mRNA	2706	2547.46	4137	40.6569
YER041W_mRNA	2280	2121.46	985	11.6241
YLR162W_mRNA	357	200.117	54171	6777.04
YGR135W_mRNA	777	618.461	7754	313.885
YHR089C_mRNA	618	459.476	2073	112.952
YBL071W-A_mRNA	249	101.396	758	187.156
YLR451W_mRNA	2661	2502.46	1653	16.5372
YBR269C_mRNA	417	259.012	954	92.2115
YDR182W_mRNA	1476	1317.46	2550	48.4573
YJL105W_mRNA	1683	1524.46	272	4.46693
YGL014C-A_mRNA	162	39.4347	0	0
YNL013C_mRNA	378	220.522	15.1033	1.71466
YPL011C_mRNA	1062	903.461	1359	37.6588
YLR212C_mRNA	1422	1263.46	1005	19.9141
YLR454W_mRNA	7887	7728.46	13485	43.6832
YMR234W_mRNA	1047	888.461	695	19.5841
YJL215C_mRNA	360	203.022	105	12.948
YCL058C_mRNA	459	300.719	215	17.8992
YDL102W_mRNA	3294	3135.46	2890	23.0756
YKR075C_mRNA	924	765.461	487	15.928
YBR266C_mRNA	453	294.739	0	0
YDL179W_mRNA	915	756.461	1339	44.315
YJR070C_mRNA	978	819.461	3949	120.647
YMR323W_mRNA	1314	1155.46	18.9804	0.411251
YPR097W_mRNA	3222	3063.46	5488	44.8496
YOR192C-C_mRNA	237	91.8703	903.541	246.223
YJR097W_mRNA	519	360.556	648	44.9945
